"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.646881208E0,9.686506805E0,-9.213340759E-1,4.343218231E0,1.065555326E1
2.656951208E0,1.005264542E1,-6.105802917E-1,3.938010864E0,1.081371434E1
2.667022208E0,1.017389328E1,-3.363505554E-1,3.373085632E0,1.072375600E1
2.677092208E0,9.749376068E0,-2.350112915E-1,2.762355652E0,1.013588540E1
2.687162208E0,9.009464722E0,-2.107617188E-1,2.470612335E0,9.344452921E0
2.697232208E0,8.243806915E0,-1.636097717E-1,2.593955841E0,8.643825977E0
2.707303208E0,7.441175995E0,-1.613644409E-1,2.890339508E0,7.984434929E0
2.717374208E0,6.671177216E0,-2.103126526E-1,3.012186127E0,7.322711391E0
2.727444208E0,5.983058167E0,-1.493893433E-1,3.125650177E0,6.751962028E0
2.737514208E0,5.573210449E0,1.047821045E-2,3.236120453E0,6.444630330E0
2.747584208E0,5.400319977E0,1.094224548E-1,3.290457458E0,6.324756075E0
2.757655208E0,5.286556549E0,1.850152588E-1,3.418591003E0,6.298307331E0
2.767725208E0,5.221891022E0,2.613565063E-1,3.518433380E0,6.302049390E0
2.777795208E0,5.195246429E0,3.499722290E-1,3.587439880E0,6.323194677E0
2.787865208E0,5.171595612E0,5.001100159E-1,3.606450348E0,6.324713061E0
2.797935208E0,5.146747284E0,7.041357422E-1,3.503464508E0,6.265706529E0
2.808006208E0,4.951553192E0,8.433462524E-1,3.163671112E0,5.936154211E0
2.818076208E0,4.753664703E0,8.638536072E-1,2.466271362E0,5.424579762E0
2.828146208E0,4.796475677E0,9.598040771E-1,1.845512238E0,5.228127601E0
2.838216208E0,4.918471985E0,1.106499023E0,1.617985382E0,5.294675009E0
2.848287208E0,5.196443939E0,1.292113037E0,1.599124603E0,5.588361586E0
2.858357208E0,5.634732513E0,1.563348999E0,1.733994141E0,6.099262764E0
2.868427208E0,6.228098602E0,1.776805115E0,2.048190765E0,6.792741275E0
2.878497208E0,6.980134735E0,1.858834534E0,2.462529144E0,7.631618212E0
2.888567208E0,7.652686157E0,1.872156830E0,2.875370636E0,8.386675915E0
2.898638208E0,8.248596954E0,1.997446289E0,3.346740417E0,9.123037587E0
2.908708208E0,8.801547089E0,2.223775635E0,3.797602844E0,9.840436809E0
2.918778208E0,9.232650604E0,2.430346069E0,4.067042542E0,1.037734331E1
2.928848208E0,9.565708008E0,2.592009888E0,4.183799744E0,1.075757711E1
2.938919208E0,9.864786072E0,2.608924713E0,4.175417175E0,1.102518032E1
2.948989208E0,1.006297394E1,2.527044983E0,4.170028381E0,1.118206321E1
2.959059208E0,1.027283752E1,2.446063385E0,4.195325775E0,1.136288587E1
2.969129208E0,1.050545380E1,2.277064819E0,4.184847565E0,1.153527342E1
2.979199208E0,1.070439011E1,2.007774811E0,4.031865692E0,1.161340037E1
2.989270208E0,1.107037903E1,1.680704956E0,3.763174438E0,1.181268567E1
2.999340208E0,1.141496246E1,1.434317322E0,3.513044586E0,1.202913615E1
3.009410208E0,1.154399414E1,1.245559845E0,3.311862946E0,1.207409029E1
3.019480208E0,1.158605667E1,1.029259644E0,3.219804382E0,1.206910207E1
3.029550208E0,1.162048508E1,7.336244202E-1,3.221750336E0,1.208112385E1
3.039621208E0,1.170371201E1,4.258644104E-1,3.309617615E0,1.217011931E1
3.049691208E0,1.179277679E1,2.384541321E-1,3.445235596E0,1.228804676E1
3.059761208E0,1.184651505E1,2.073188782E-1,3.447480927E0,1.233969305E1
3.069831208E0,1.166868484E1,2.514770508E-1,3.385659485E0,1.215253623E1
3.079902208E0,1.143427231E1,3.728746033E-1,3.236419830E0,1.188932429E1
3.089972208E0,1.124326950E1,5.287005615E-1,2.965932312E0,1.163990498E1
3.100042208E0,1.113609238E1,4.840933228E-1,2.592309265E0,1.144408000E1
3.110112208E0,1.121078705E1,1.676513672E-1,2.221380615E0,1.142997747E1
3.120182208E0,1.148726212E1,-2.478845215E-1,1.851799164E0,1.163820423E1
3.130253208E0,1.178304703E1,-5.460644531E-1,1.652713165E0,1.191091283E1
3.140323208E0,1.197449890E1,-7.397616577E-1,1.741777954E0,1.212310446E1
3.150393208E0,1.201850739E1,-8.467890930E-1,2.178869019E0,1.224373480E1
3.160463208E0,1.178229858E1,-8.593629456E-1,2.885100403E0,1.216079228E1
3.170534208E0,1.114582214E1,-9.139993286E-1,3.545676727E0,1.173186130E1
3.180604208E0,1.024185196E1,-1.061442719E0,3.971241760E0,1.103598447E1
3.190674208E0,9.502239990E0,-1.206191711E0,3.933669891E0,1.035476808E1
3.200744208E0,9.011859741E0,-1.402283936E0,3.693868561E0,9.839953312E0
3.210814208E0,8.807983704E0,-1.782493286E0,3.379073181E0,9.600833026E0
3.220885208E0,9.509275360E0,-2.293380890E0,3.214864655E0,1.029666298E1
3.230955208E0,1.120000946E1,-2.213447113E0,3.405418396E0,1.191370784E1
3.241025208E0,1.273072632E1,-1.538201294E0,3.571722565E0,1.331144838E1
3.251095208E0,1.369846390E1,-8.101153564E-1,3.404071198E0,1.413831322E1
3.261166208E0,1.419962173E1,-3.421884155E-1,3.189567261E0,1.455746165E1
3.271236208E0,1.419034103E1,-3.074606323E-1,2.894830170E0,1.448586733E1
3.281306208E0,1.325074493E1,-3.070115662E-1,2.417472839E0,1.347296079E1
3.291376208E0,1.163365768E1,-3.799099731E-1,2.123484192E0,1.183196974E1
3.301446208E0,1.009665390E1,-5.257067871E-1,2.258353729E0,1.035948595E1
3.311517208E0,9.013955383E0,-5.330415344E-1,2.789149933E0,9.450655124E0
3.321587208E0,8.791667633E0,-4.258644104E-1,3.547922058E0,9.490128092E0
3.331657208E0,8.718918915E0,-1.878593445E-1,4.074227600E0,9.625703544E0
3.341727208E0,8.463549957E0,1.838177490E-1,4.213587799E0,9.456203730E0
3.351797208E0,8.172555084E0,6.869215393E-1,4.228706360E0,9.227376403E0
3.361868208E0,7.616311798E0,1.121318207E0,4.150119781E0,8.745802086E0
