"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.487316458E0,1.601369934E0,2.182910614E0,4.534071350E-1,2.745006821E0
2.497385458E0,1.092128906E0,1.611099701E0,5.522016907E-1,2.023194133E0
2.507454458E0,5.442681885E-1,1.137334900E0,9.030720520E-1,1.550902211E0
2.517522458E0,1.130149841E-1,7.688012695E-1,1.176253967E0,1.409752168E0
2.527591458E0,-1.850152588E-1,5.272036743E-1,1.151854706E0,1.280212335E0
2.537660458E0,-3.221301270E-1,3.727249146E-1,8.949888611E-1,1.021614772E0
2.547729458E0,-3.191363525E-1,3.094065857E-1,5.737568665E-1,7.257943156E-1
2.557797458E0,-2.471360779E-1,3.571572876E-1,2.052232361E-1,4.803687601E-1
2.567866458E0,-1.329235840E-1,4.694238281E-1,-2.094145203E-1,5.309254664E-1
2.577935458E0,-1.639091492E-1,7.177574158E-1,-7.976911926E-1,1.085519763E0
2.588003458E0,-1.113235016E0,1.049317932E0,-5.278024292E0,5.495261663E0
2.598072458E0,-1.160746216E1,-8.234376526E-1,-4.085184814E1,4.247687282E1
2.608141458E0,-1.689865906E1,-2.292782135E0,-4.161600906E1,4.497458992E1
2.618209458E0,-1.075184143E1,-1.899549866E-1,5.668711853E-1,1.076845021E1
2.628278458E0,-1.268462219E1,1.884281616E0,1.946312622E1,2.330801235E1
2.638347458E0,-2.264850220E1,2.661615143E0,1.412043640E1,2.682210974E1
2.648416458E0,-3.974205597E1,1.056802368E0,7.643106079E0,4.048413164E1
2.658484458E0,-5.055976044E1,-5.188211060E-1,6.267466736E0,5.094938361E1
2.668553458E0,-4.141617462E1,9.392967224E-1,-3.497926025E0,4.157423824E1
2.678622458E0,-2.881882095E1,-4.029620361E-1,-1.278461426E1,3.152987760E1
2.688690458E0,-2.472423569E1,-5.551056519E0,-1.353036346E1,2.872582104E1
2.698759458E0,-2.425077026E1,-5.635480957E0,-9.840386810E0,2.677109853E1
2.708828458E0,-2.258039383E1,-7.387138367E-1,-5.373525696E0,2.322271866E1
2.718896458E0,-2.023207718E1,4.884792023E0,-5.436993713E0,2.151183490E1
2.728965458E0,-1.750908966E1,7.269333344E0,-6.525380402E0,2.004973859E1
2.739034458E0,-1.463626373E1,6.342460785E0,-3.080893250E0,1.624619734E1
2.749102458E0,-1.152363647E1,5.109774170E0,-1.813478851E0,1.273548959E1
2.759171458E0,-7.353757782E0,4.698130188E0,-3.230881348E0,9.305308972E0
2.769240458E0,-1.884281616E0,3.486100616E0,-2.790347443E0,4.846591954E0
2.779309458E0,6.487509155E-1,1.129700775E0,-4.777165833E0,4.951607313E0
2.789377458E0,-6.465055847E-1,-1.966760101E0,-4.925507355E0,5.342914698E0
2.799446458E0,-1.786684570E0,-3.616479492E0,-2.745141449E0,4.879238388E0
2.809515375E0,-6.320456543E0,-3.201841736E0,-6.986122284E0,9.950169143E0
2.819583375E0,-1.208571762E1,-2.516267395E0,-1.084704346E1,1.643333575E1
2.829652375E0,-1.635723495E1,-2.340981903E0,-9.326355743E0,1.897419941E1
2.839721375E0,-1.798180664E1,-2.428549805E0,-8.221503296E0,1.992075151E1
2.849789375E0,-1.752645355E1,-2.977009277E0,-8.626411285E0,1.975991220E1
2.859858375E0,-1.574051743E1,-3.094664612E0,-8.369545441E0,1.809392519E1
2.869927375E0,-1.209844116E1,-1.843117218E0,-7.363936615E0,1.428274911E1
2.879996375E0,-8.552165680E0,-7.674540710E-1,-5.907465363E0,1.042241194E1
2.890064375E0,-5.453908539E0,2.389031982E-1,-5.364993439E0,7.654106590E0
2.900133375E0,-3.589086456E0,1.137634277E0,-5.804030457E0,6.918274559E0
2.910202375E0,-3.348985748E0,1.874102783E0,-6.441704407E0,7.498234622E0
2.920270375E0,-4.842280426E0,1.754351807E0,-6.624174957E0,8.390776117E0
2.930339375E0,-7.491770782E0,7.679031372E-1,-6.795568542E0,1.014376934E1
2.940408375E0,-1.006836273E1,-4.013154602E-1,-6.644233246E0,1.206974803E1
2.950476375E0,-1.172047714E1,-1.083896027E0,-5.518424377E0,1.299990087E1
2.960545375E0,-1.252146149E1,-1.115480347E0,-4.890929260E0,1.348897636E1
2.970614375E0,-1.279718811E1,-6.117778015E-1,-4.358187103E0,1.353277837E1
2.980682375E0,-1.244871277E1,4.367916870E-1,-3.100951538E0,1.283655472E1
2.990751375E0,-1.163635208E1,1.807790680E0,-3.940405884E0,1.241771297E1
3.000820375E0,-1.168455185E1,3.019670563E0,-5.242248688E0,1.315782404E1
3.010889375E0,-1.271036865E1,3.687431946E0,-4.948409729E0,1.412930941E1
3.020957375E0,-1.431323547E1,4.110152893E0,-4.677622833E0,1.560904295E1
3.031026375E0,-1.646665741E1,4.539759521E0,-6.079457703E0,1.813063785E1
3.041095375E0,-1.885149811E1,4.849615173E0,-7.274422760E0,2.078015820E1
3.051163375E0,-2.065958817E1,5.191204834E0,-7.740254059E0,2.266448154E1
3.061232375E0,-2.167193298E1,5.288652191E0,-8.087082825E0,2.372853619E1
3.071301375E0,-2.213477051E1,4.970863037E0,-7.540419617E0,2.390638979E1
3.081369375E0,-2.256347900E1,4.256698151E0,-6.651717682E0,2.390555191E1
3.091438375E0,-2.286180862E1,3.409160614E0,-5.659431152E0,2.379734924E1
3.101507375E0,-2.271526337E1,2.411185913E0,-4.100423126E0,2.320798305E1
3.111576375E0,-2.175051956E1,1.335971832E0,-2.295775909E0,2.191210873E1
3.121644375E0,-2.004855881E1,6.911128235E-1,-6.674620056E-1,2.007156827E1
3.131713375E0,-1.847592911E1,2.797682190E-1,5.761518860E-1,1.848702728E1
3.141782375E0,-1.685240524E1,-9.714797974E-2,9.141490173E-1,1.687746037E1
3.151850375E0,-1.460213470E1,-5.921685791E-1,6.529421997E-1,1.462871611E1
3.161919375E0,-1.251831802E1,-1.211430817E0,1.963916016E-1,1.257833138E1
3.171988375E0,-1.048749115E1,-1.914967804E0,-1.294807434E-1,1.066167611E1
3.182056375E0,-8.090825043E0,-2.355651398E0,-2.974314880E-1,8.432022822E0
3.192125375E0,-6.474635925E0,-2.546354828E0,-2.492167511E0,7.390245745E0
3.202194375E0,-3.960015106E0,-2.756368103E0,-6.386469269E0,8.004141083E0
