"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.021330042E0,4.770130463E0,2.172282715E0,-2.897973633E-1,5.249470386E0
1.031399042E0,2.920576630E0,1.536105652E0,-3.248245239E-1,3.315855756E0
1.041468042E0,1.676214294E0,9.586065674E-1,-2.586621094E-1,1.948211231E0
1.051537042E0,1.041384430E0,5.373825073E-1,-3.216810608E-1,1.215211996E0
1.061607042E0,6.547384644E-1,2.921923828E-1,-5.894741821E-1,9.281910669E-1
1.071676042E0,3.167413330E-1,2.679428101E-2,-7.692503357E-1,8.323395248E-1
1.081745042E0,5.852828979E-2,-2.008822632E-1,-1.009800110E0,1.031249488E0
1.091814042E0,-3.068618774E-2,-4.152365112E-1,-1.178349609E0,1.249748296E0
1.101883042E0,2.245330811E-3,-3.278182983E-1,-1.211131439E0,1.254714805E0
1.111952042E0,2.595602417E-1,-1.056802368E-1,-1.009650421E0,1.047823365E0
1.122022042E0,5.701643372E-1,-3.293151855E-3,-1.066232758E0,1.209111455E0
1.132091042E0,1.663191376E0,2.031275940E-1,-1.235081635E0,2.081560236E0
1.142160042E0,2.901266785E0,3.894900513E-1,-1.326092377E0,3.213654065E0
1.152229042E0,4.472549286E0,7.267387390E-1,-1.487905884E0,4.769246296E0
1.162298042E0,5.079387360E0,9.328601074E-1,-2.039209442E0,5.552366980E0
1.172367042E0,5.437891846E0,1.009949799E0,-2.416425018E0,6.035708425E0
1.182437042E0,5.910908203E0,6.239025879E-1,-2.408192139E0,6.413070996E0
1.192506042E0,8.001610565E0,2.209405518E-1,-1.835034027E0,8.212303955E0
1.202575042E0,1.626502670E1,-1.277892609E0,-1.530866547E0,1.638681347E1
1.212644042E0,2.876747772E1,-4.201313324E0,-1.102307739E0,2.909353692E1
1.222713042E0,3.334331223E1,-5.249284058E0,1.563049622E0,3.379015504E1
1.232782042E0,3.197860016E1,-4.862189026E0,1.080004120E0,3.236414929E1
1.242852042E0,3.122611496E1,-5.662574615E0,-1.673070831E0,3.177946149E1
1.252921042E0,2.018552399E1,-4.820725250E0,-2.301613770E0,2.088042616E1
1.262990042E0,1.093715607E1,-3.010988617E0,-2.031275940E0,1.152447471E1
1.273059042E0,1.055784485E1,-2.846331024E0,-1.572480011E0,1.104727937E1
1.283128042E0,1.071397018E1,-3.391048279E0,-8.830137634E-1,1.127244778E1
1.293197042E0,9.952803040E0,-3.408711548E0,-4.785548401E-1,1.053122108E1
1.303266042E0,9.392518158E0,-3.043620758E0,-1.001417542E-1,9.873857050E0
1.313336042E0,8.943601685E0,-2.984643402E0,-1.496887207E-4,9.428473225E0
1.323405042E0,8.355175323E0,-2.900668030E0,-3.001258850E-1,8.849457907E0
1.333474042E0,8.147706757E0,-2.885699158E0,-6.527925110E-1,8.668247982E0
1.343543042E0,8.397237854E0,-3.046315155E0,-7.942483521E-1,8.967969115E0
1.353612042E0,8.724756775E0,-3.138373718E0,-7.217990112E-1,9.300094848E0
1.363681042E0,9.147028656E0,-3.201093292E0,-6.234535217E-1,9.711015693E0
1.373751042E0,9.430988159E0,-3.160078583E0,-3.664379883E-1,9.953085507E0
1.383820042E0,9.329798584E0,-3.075953522E0,-1.460961914E-1,9.824865179E0
1.393889042E0,1.055500076E1,-3.179687805E0,3.143463135E-2,1.102358580E1
1.403958042E0,1.135538635E1,-3.406166840E0,2.083666992E-1,1.185707335E1
