"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.447967583E0,-8.931776276E0,1.996697845E0,4.184398499E0,1.006342986E1
2.458035583E0,-8.994196472E0,1.959575043E0,3.973786469E0,1.002628961E1
2.468104583E0,-9.007818146E0,1.805096283E0,3.884422302E0,9.974361983E0
2.478172583E0,-9.250313873E0,1.660946045E0,3.852388916E0,1.015716244E1
2.488241583E0,-9.790091400E0,1.626367950E0,3.775149536E0,1.061803731E1
2.498309583E0,-1.022523651E1,1.750908966E0,3.481310577E0,1.094260788E1
2.508378583E0,-1.039513321E1,2.297123108E0,2.829416199E0,1.101549659E1
2.518446583E0,-1.051593201E1,3.265758820E0,2.215393066E0,1.123200664E1
2.528515583E0,-1.075393707E1,3.959116974E0,1.968107300E0,1.162734777E1
2.538583583E0,-1.109852051E1,4.506528625E0,1.981429596E0,1.214133522E1
2.548652583E0,-1.147558640E1,4.864733734E0,2.211201782E0,1.265875708E1
2.558721583E0,-1.195863190E1,5.082680511E0,2.524350586E0,1.323687516E1
2.568789583E0,-1.254271729E1,5.108277283E0,2.485581207E0,1.376925443E1
2.578858583E0,-1.339025482E1,4.949008484E0,1.902244263E0,1.440174095E1
2.588926583E0,-1.440200089E1,4.689148865E0,1.375339966E0,1.520846168E1
2.598995583E0,-1.503219040E1,4.143533478E0,1.281485138E0,1.564537702E1
2.609063583E0,-1.501317993E1,3.408112793E0,1.477727051E0,1.546591354E1
2.619132583E0,-1.385054764E1,2.631527710E0,1.652563477E0,1.419484322E1
2.629200583E0,-1.182346298E1,1.924398193E0,1.626367950E0,1.208894776E1
2.639269583E0,-9.599537659E0,1.369202728E0,1.346150665E0,9.789686460E0
2.649337583E0,-7.817343750E0,9.987231445E-1,9.854008484E-1,7.942249433E0
2.659406583E0,-7.145540771E0,7.893086243E-1,7.089257812E-1,7.223872700E0
2.669474583E0,-7.703580322E0,7.017407227E-1,4.164340210E-1,7.746677166E0
2.679543583E0,-9.423803101E0,8.740324402E-1,2.136058044E-1,9.466658599E0
2.689611583E0,-1.153905441E1,1.103355560E0,1.369651794E-1,1.159249454E1
2.699680583E0,-1.333951035E1,1.078806610E0,4.640350342E-1,1.339110483E1
2.709748583E0,-1.476619354E1,8.809181213E-1,9.943821716E-1,1.482583166E1
2.719817583E0,-1.565235077E1,7.110214233E-1,1.466201019E0,1.573694321E1
2.729885583E0,-1.545461197E1,5.388793945E-1,1.641486511E0,1.555088101E1
2.739954583E0,-1.401789963E1,3.604504395E-1,1.655257874E0,1.411989069E1
2.750022583E0,-1.183424057E1,4.632865906E-1,1.470541992E0,1.193425231E1
2.760091583E0,-1.054078033E1,6.596781921E-1,1.311123505E0,1.064247482E1
